일련번호,이름,생년월일,나이,성별,주소,우편번호,핸드폰번호,직업,고객등급,relational_duration,recept_balance,permit_new_credit_balance,housing_new_balance,exchange_per_year,remittance_per_quantlie,smart_bank_yn,my_money_yn,income_avg,internet_bank_cnt,internet_bank_balance,apt_yn,commerce_class,etc
R00006412,문매엽,1977-09-30,42,F,서울시 송파구 잠실2동,138-222,010-2438-9054,방송통신및정보서비스업,로얄스타,10,28860845,93471347,7600000,0,0,n,n,130000,34,1236000,n,영업점,NA
R00006413,권무록,1995-07-19,24,M,서울시 서초구 서초4동,137-074,010-1306-2850,건설업,프리미엄스타,7,681096,1954551,137704339,0,0,n,n,140000,21,5736000,n,pb센터,NA
R00006414,김휴인,1995-07-25,24,F,서울시 노원구 중계2동,139-222,010-4932-9157,도매및소매업,로얄스타,16,11219933,29354954,7800000,0,0,n,n,150000,34,19548000,n,pb센터,NA
R00006415,문량옥,1952-06-30,67,M,서울시 강동구 천호3동,134-023,010-6027-7528,금융및보험업,프리미엄스타,7,397982,153019034,7900000,0,0,n,n,160000,0,0,n,콜센터,NA
R00006416,임군판,1956-11-19,63,F,서울시 금천구 독산3동,153-013,010-5748-4026,제조업,프리미엄스타,2,688123,690077499,8000000,0,0,n,n,170000,0,0,n,pb센터,NA
R00006417,이영재,1983-01-30,36,F,서울시 서초구 서초3동,137-073,010-1378-9914,제조업,골드스타,11,2042039,15790533,8100000,0,0,n,n,180000,0,0,n,영업점,NA
R00006418,김칠박,1965-03-28,54,F,서울시 송파구 석촌동,138-190,010-6313-3805,도매및소매업,로얄스타,17,10642869,201020034,8200000,0,0,n,n,190000,0,0,n,영업점,NA
R00006419,손헌국,1978-05-11,41,F,서울시 강남구 도곡2동,135-272,010-4148-7395,방송통신및정보서비스업,로얄스타,3,27417292,153320115,8300000,0,0,y,n,56849614,0,0,n,영업점,NA
R00006420,임년방,1970-08-20,49,F,서울시 성북구 종암동,136-090,010-4794-5106,건설업,프리미엄스타,22,533646,6820445,8400000,0,0,n,n,96624232,0,0,y,영업점,NA
R00006421,권견융,1977-11-22,42,F,서울시 성북구 안암동,136-070,010-5039-0968,도매및소매업,골드스타,13,2356116,661701855,108565211,0,0,n,n,200000,0,0,n,영업점,NA
R00006422,김근강,1996-06-30,23,M,서울시 종로구 혜화동,110-530,010-8812-0060,도매및소매업,프리미엄스타,10,41715,16122501,8600000,0,0,y,n,210000,0,0,n,영업점,NA
R00006423,여돌민,1958-07-14,61,F,서울시 종로구 혜화동,110-530,010-2017-4818,도매및소매업,프리미엄스타,5,509198,174017488,8700000,0,0,n,n,220000,0,0,n,영업점,NA
R00006424,이진홍,1983-09-20,36,F,서울시 강북구 미아동,142-100,010-3527-4029,도매및소매업,프리미엄스타,7,762350,2174295,38867110,0,0,n,n,230000,0,0,n,영업점,NA
R00006425,손하아,1951-11-26,68,F,서울시 구로구 고척1동,152-081,010-1124-1104,국방및사회보장행정,프리미엄스타,17,979793,314240881,8900000,0,0,n,n,29362477,23,18312000,y,영업점,NA
R00006426,한길인,1978-01-17,41,F,서울시 강서구 우장산동,157-290,010-2331-4270,금융및보험업,골드스타,8,3484046,3649444,9000000,0,0,n,n,240000,36,3096000,n,pb센터,NA
R00006427,정목찬,1986-08-26,33,F,서울시 구로구 개봉1동,152-091,010-9267-6846,사업시설관리및사업지원서비스업,프리미엄스타,10,403228,30753146,9100000,0,0,n,n,250000,34,7908000,n,pb센터,NA
R00006428,최온충,1966-05-22,53,M,서울시 강동구 천호2동,134-022,010-4308-9416,사업시설관리및사업지원서비스업,프리미엄스타,19,594152,42977502,9200000,0,0,n,y,260000,0,0,n,pb센터,NA
R00006429,김경년,1968-10-25,51,F,서울시 금천구 여의동,150-010,010-9373-6243,과학및기술서비스업,로얄스타,2,28157072,24097676,9300000,0,0,n,n,270000,33,540000,n,영업점,NA
R00006430,윤녹라,1948-03-15,71,F,서울시 구로구 수궁동,152-059,010-7869-6319,도매및소매업,로얄스타,4,12009610,65646437,9400000,0,0,n,n,37553646,0,0,n,콜센터,NA
R00006431,이위엽,1957-09-13,62,M,서울시 관악구 중앙동,151-022,010-4311-5451,숙박및음식점업,프리미엄스타,16,381106,5152415,9500000,0,0,y,n,280000,40,18768000,n,영업점,NA
R00006432,정기방,1977-10-14,42,F,서울시 도봉구 쌍문2동,132-032,010-1287-7870,도매및소매업,프리미엄스타,16,31825,12135294,9600000,0,0,y,n,290000,0,0,n,영업점,NA
R00006433,강스찬,1975-02-22,44,F,서울시 구로구 고척1동,152-081,010-3559-0898,도매및소매업,프리미엄스타,13,846763,23921558,9700000,0,0,y,n,300000,0,0,n,pb센터,NA
R00006434,강매트,1986-05-14,33,F,서울시 금천구 독산2동,153-012,010-9221-0722,제조업,골드스타,13,6794665,90592700,9800000,0,0,n,n,310000,0,0,n,pb센터,NA
R00006435,백용효,1949-09-26,70,M,서울시 노원구 상계1동,139-201,010-5379-7358,도매및소매업,골드스타,5,2784630,27573750,9900000,0,0,n,n,320000,0,0,n,영업점,NA
R00006436,오숭행,1995-02-28,24,F,서울시 성북구 월곡1동,136-131,010-7425-2116,건설업,프리미엄스타,1,562884,25849668,100000,0,0,n,n,330000,0,0,n,영업점,NA
R00006437,윤나월,1974-01-13,45,M,서울시 노원구 공릉2동,139-242,010-2560-1444,제조업,골드스타,2,5547697,3862921,200000,0,0,n,n,66435089,12,12060000,y,영업점,NA
R00006438,박앵계,1970-03-27,49,M,서울시 서초구 방배1동,137-061,010-6179-2103,운수업,프리미엄스타,8,993710,897628142,300000,0,0,n,n,340000,0,0,n,pb센터,NA
R00006439,안치계,1971-02-01,48,M,서울시 종로구 혜화동,110-530,010-6097-8329,스포츠및여가관련서비스업,프리미엄스타,12,803323,346142517,400000,0,0,n,n,350000,0,0,n,pb센터,NA
R00006440,최귀균,1950-10-09,69,F,서울시 강서구 방화1동,157-221,010-3805-4659,과학및기술서비스업,프리미엄스타,13,325189,10882981,500000,0,0,y,n,360000,0,0,n,영업점,NA
R00006441,이증식,1961-12-08,58,F,서울시 동작구 흑석동,156-070,010-4175-9677,제조업,골드스타,2,5254145,59131688,600000,0,0,n,n,370000,24,372000,n,영업점,NA
R00006442,심웅팔,1963-12-05,56,M,서울시 성북구 장위3동,136-143,010-5859-7363,제조업,골드스타,11,3817449,38319552,700000,0,0,n,n,45126912,0,0,n,pb센터,NA
R00006443,김고효,1973-07-29,46,F,서울시 성동구 행당2동,133-072,010-2518-8328,국방및사회보장행정,프리미엄스타,2,437805,269485000,800000,0,0,n,n,380000,0,0,n,영업점,NA
R00006444,김문엽,1978-04-21,41,F,서울시 동대문구 용신동,130-070,010-3580-7535,사업시설관리및사업지원서비스업,골드스타,5,3462353,14318740,900000,0,0,n,n,390000,0,0,n,영업점,NA
R00006445,박록판,1977-06-17,42,F,서울시 관악구 조원동,151-021,010-8161-8760,국방및사회보장행정,프리미엄스타,9,558231,608326170,1000000,0,0,n,n,400000,0,0,n,영업점,NA
R00006446,유단야,1964-02-28,55,M,서울시 서초구 반포1동,137-041,010-1702-5866,수리및기타개인서비스업,프리미엄스타,4,261182,45332369,1100000,0,0,n,n,410000,0,0,n,영업점,NA
R00006447,박방열,1988-02-15,31,F,서울시 관악구 청림동,151-023,010-7080-5300,사업시설관리및사업지원서비스업,프리미엄스타,13,465964,7179326,1200000,0,0,n,n,56816692,0,0,n,pb센터,NA
R00006448,정슬구,1996-08-07,23,M,서울시 강서구 화곡1동,157-011,010-6912-7922,도매및소매업,프리미엄스타,4,312532,4235111,1300000,0,0,n,n,420000,13,15144000,n,영업점,NA
R00006449,소증근,1990-10-11,29,F,서울시 서초구 잠원동,137-030,010-7686-4906,도매및소매업,프리미엄스타,12,849972,321958603,1400000,0,0,n,n,430000,0,0,n,영업점,NA
R00006450,김돌단,1991-03-11,28,M,서울시 종로구 평창동,110-012,010-3932-9772,제조업,골드스타,17,8570063,25586513,1500000,0,0,n,n,440000,0,0,n,영업점,NA
R00006451,윤행계,1963-09-18,56,M,서울시 동대문구 청량리동,130-010,010-1030-6084,교육서비스업,골드스타,5,9533286,11994357,1600000,0,0,y,n,450000,0,0,n,영업점,NA
R00006452,지해근,1953-01-21,66,F,서울시 강남구 도곡1동,135-271,010-4746-5452,부동산업및임대업,프리미엄스타,3,808179,2467009,1700000,0,0,n,n,460000,11,15468000,n,pb센터,NA
R00006453,심타은,1998-10-25,21,F,서울시 성동구 사근동,133-060,010-8492-1799,제조업,프리미엄스타,10,819192,75092571,1800000,0,0,n,n,470000,33,17532000,n,영업점,NA
R00006454,정두청,1977-12-06,42,F,서울시 노원구 월계2동,139-052,010-6567-8512,도매및소매업,프리미엄스타,6,192903,35886631,1900000,0,0,n,n,97117645,37,16680000,n,영업점,NA
R00006455,김황석,1949-03-05,70,F,서울시 서대문구 홍은1동,120-101,010-8462-3550,수리및기타개인서비스업,골드스타,10,8332771,202605595,2000000,0,0,n,n,480000,0,0,n,영업점,NA
R00006456,이옥장,1968-05-03,51,F,서울시 강북구 수유1동,142-071,010-4657-1481,운수업,프리미엄스타,7,200856,91206036,2100000,0,0,n,n,490000,0,0,n,영업점,NA
R00006457,강건헌,1958-03-11,61,F,서울시 송파구 잠실3동,138-223,010-2951-5306,보건업및사회복지서비스업,프리미엄스타,3,680060,2698349,2200000,0,0,n,n,500000,27,7980000,n,영업점,NA
R00006458,강탁병,1998-09-20,21,F,서울시 동대문구 이문1동,130-081,010-7150-8322,제조업,골드스타,6,4429372,73746665,2300000,1100000,275000,n,n,510000,35,2580000,n,콜센터,NA
R00006459,민긍사,1968-04-03,51,M,서울시 은평구 역촌동,122-070,010-1226-7799,도매및소매업,프리미엄스타,17,582239,82168699,2400000,0,0,n,n,520000,39,19704000,n,영업점,NA
R00006460,김봉박,1976-03-03,43,F,서울시 양천구 목3동,158-053,010-2649-9263,사업시설관리및사업지원서비스업,프리미엄스타,6,909748,1153827,2500000,0,0,n,n,530000,18,1248000,n,영업점,NA
R00006461,유술황,1993-09-09,26,M,서울시 중랑구 신내1동,131-131,010-9893-2912,도매및소매업,프리미엄스타,14,33366,20305576,2600000,0,0,n,n,15854030,0,0,n,영업점,NA
R00006462,김응복,1976-03-08,43,M,서울시 양천구 신월4동,158-094,010-4579-3424,도매및소매업,로얄스타,8,25601322,24786912,2700000,0,0,n,n,540000,0,0,n,영업점,NA
R00006463,김엽삼,1967-11-13,52,F,서울시 서초구 방배3동,137-063,010-5312-6071,부동산업및임대업,골드스타,12,3825526,9250273,2800000,0,0,n,n,550000,26,6084000,n,영업점,NA
R00006464,박권경,1975-09-12,44,M,서울시 강동구 성내3동,134-033,010-1206-5619,건설업,골드스타,1,6315357,54142082,2900000,0,0,n,n,560000,38,672000,n,영업점,NA
R00006465,송예직,1985-11-10,34,F,서울시 종로구 종로1가,110-121,010-7089-6107,도매및소매업,프리미엄스타,16,772252,10266402,3000000,0,0,n,n,570000,39,8220000,n,pb센터,NA
R00006466,배수훈,1984-01-03,35,M,서울시 노원구 공릉2동,139-242,010-4954-1881,방송통신및정보서비스업,로얄스타,4,19671666,22894428,3100000,0,0,n,n,64771230,0,0,n,영업점,NA
R00006467,김례숙,1983-02-16,36,F,서울시 성북구 보문동,136-087,010-6952-4751,운수업,프리미엄스타,3,955161,88169960,3200000,0,0,n,n,580000,0,0,n,영업점,NA
R00006468,김주섭,1983-10-29,36,F,서울시 강서구 화곡4동,157-014,010-1686-1426,건설업,골드스타,4,5517217,67264876,113345012,0,0,n,n,590000,31,7272000,n,pb센터,NA
R00006469,방수홍,1978-06-01,41,M,서울시 송파구 잠실3동,138-223,010-5507-3579,교육서비스업,프리미엄스타,11,810136,371569594,143486675,0,0,n,n,600000,0,0,n,pb센터,NA
R00006470,김우려,1971-02-13,48,F,서울시 은평구 불광2동,122-042,010-9315-5813,교육서비스업,프리미엄스타,1,719602,46504990,3500000,0,0,n,n,610000,16,516000,n,영업점,NA
R00006471,이감윤,1960-06-19,59,M,서울시 양천구 목5동,158-055,010-3103-0893,보건업및사회복지서비스업,골드스타,17,1213957,61566035,3600000,0,0,n,n,620000,22,15408000,n,영업점,NA
R00006472,배원의,1977-04-22,42,M,서울시 용산구 보광동,140-220,010-4203-8645,스포츠및여가관련서비스업,골드스타,9,2988038,783710950,3700000,0,0,n,n,18116489,0,0,n,영업점,NA
R00006473,전평장,1991-07-09,28,F,서울시 종로구 이화동,110-500,010-7513-8021,보건업및사회복지서비스업,골드스타,11,2711010,12266984,203836683,0,0,n,n,630000,0,0,y,영업점,NA
R00006474,김지탁,1972-10-09,47,F,서울시 서초구 방배본동,137-069,010-9079-7023,금융및보험업,골드스타,8,1119733,19841620,3900000,0,0,n,n,640000,0,0,n,영업점,NA
R00006475,이낭군,1990-05-09,29,M,서울시 관악구 조원동,151-021,010-3713-9434,운수업,골드스타,17,4421736,86140064,4000000,0,0,n,n,650000,25,10092000,n,영업점,NA
R00006476,유새송,1976-08-03,43,F,서울시 노원구 공릉2동,139-242,010-7607-3996,건설업,프리미엄스타,4,544176,700549170,4100000,0,0,n,n,660000,29,7416000,n,pb센터,NA
R00006477,김원융,1987-08-23,32,F,서울시 서초구 서초1동,137-071,010-8209-4032,제조업,프리미엄스타,5,363540,418991886,4200000,0,0,n,n,670000,10,21276000,n,영업점,NA
R00006478,송년규,1983-01-20,36,M,서울시 송파구 위례동,138-229,010-2923-8508,국방및사회보장행정,프리미엄스타,12,374764,54492968,4300000,0,0,n,n,27684545,0,0,n,영업점,NA
R00006479,민온늘,1972-12-20,47,F,서울시 강동구 천호3동,134-023,010-1305-4472,건설업,로얄스타,23,22008059,1086070,4400000,0,0,n,n,680000,26,20316000,n,pb센터,NA
R00006480,김음홍,1994-09-10,25,M,서울시 노원구 상계5동,139-205,010-9220-7027,과학및기술서비스업,로얄스타,15,17284099,18280843,4500000,1700000,0,n,n,690000,0,0,n,pb센터,NA
R00006481,기월인,1986-08-18,33,M,서울시 구로구 오류2동,152-102,010-7890-9680,제조업,프리미엄스타,13,476123,1185517,4600000,0,0,n,n,700000,30,17820000,n,pb센터,NA
R00006482,조시연,1947-09-21,72,F,서울시 노원구 상계4동,139-204,010-5060-9378,사업시설관리및사업지원서비스업,프리미엄스타,16,463997,28223497,114704177,0,0,n,n,38873008,19,18132000,n,영업점,NA
R00006483,이점술,1981-10-15,38,F,서울시 강서구 방화2동,157-222,010-1401-0510,도매및소매업,프리미엄스타,17,934194,103324615,4800000,0,0,n,n,710000,0,0,n,영업점,NA
R00006484,김을죽,1968-06-13,51,M,서울시 송파구 송파1동,138-171,010-1136-1801,건설업,골드스타,6,6949929,86811757,4900000,0,0,y,n,720000,20,21732000,n,pb센터,NA
R00006485,주증녀,1972-11-29,47,F,서울시 노원구 월계3동,139-053,010-5118-5880,금융및보험업,로얄스타,10,12717916,11638189,5000000,0,0,n,n,730000,0,0,n,콜센터,NA
R00006486,김래여,1973-04-16,46,M,서울시 양천구 신정7동,158-077,010-7479-9305,제조업,MVP스타,18,248057727,16255374,5100000,0,0,n,n,740000,16,21960000,n,영업점,NA
R00006487,장소준,1963-08-17,56,M,서울시 도봉구 창1동,132-041,010-6378-6035,도매및소매업,프리미엄스타,19,340246,515303794,5200000,0,0,y,n,750000,37,21000000,n,영업점,NA
R00006488,박갑기,1965-09-13,54,F,서울시 서초구 방배2동,137-062,010-3309-3276,건설업,골드스타,1,5672838,2661857,5300000,0,0,n,n,760000,15,936000,n,콜센터,NA
R00006489,김겸량,1995-02-05,24,F,서울시 동대문구 장안2동,130-102,010-6843-9645,사업시설관리및사업지원서비스업,프리미엄스타,1,635189,58722334,5400000,0,0,n,n,770000,0,0,n,pb센터,NA
R00006490,송년혁,1994-07-25,25,M,서울시 동대문구 이문1동,130-081,010-9096-4497,도매및소매업,프리미엄스타,1,56621,151440170,5500000,0,0,n,n,780000,12,288000,n,영업점,NA
R00006491,강구무,1987-02-13,32,F,서울시 구로구 개봉1동,152-091,010-9077-0993,부동산업및임대업,프리미엄스타,4,211605,1273839,5600000,0,0,n,n,790000,0,0,n,영업점,NA
R00006492,석본율,1997-09-12,22,F,서울시 송파구 송파1동,138-171,010-3293-2424,도매및소매업,프리미엄스타,2,185439,24884686,5700000,0,0,n,n,800000,37,816000,n,영업점,NA
R00006493,김말찬,1976-12-02,43,M,서울시 양천구 신정4동,158-074,010-2450-1065,도매및소매업,프리미엄스타,8,782814,887041956,5800000,0,0,y,n,810000,0,0,n,영업점,NA
R00006494,허훈화,1979-06-04,40,M,서울시 서대문구 홍2동,120-092,010-4947-2973,금융및보험업,로얄스타,3,28139523,11179334,5900000,0,0,n,n,820000,0,0,n,콜센터,NA
R00006495,김탁낭,1967-08-05,52,M,서울시 강북구 미아동,142-100,010-8179-7076,건설업,프리미엄스타,19,464371,10337526,6000000,0,0,n,n,830000,31,20004000,n,영업점,NA
R00006496,김칠난,1983-12-17,36,F,서울시 성북구 길음1동,136-111,010-9278-3586,제조업,골드스타,5,8715348,2944698,6100000,0,0,n,n,840000,12,11904000,n,영업점,NA
R00006497,한개구,1984-04-03,35,M,서울시 금천구 독산4동,153-014,010-4594-9639,금융및보험업,프리미엄스타,3,726723,280682719,6200000,0,0,n,n,23104975,0,0,n,pb센터,NA
R00006498,정연남,1976-04-30,43,M,서울시 종로구 청운동,110-030,010-2578-9477,금융및보험업,골드스타,20,5266888,422186787,6300000,0,0,n,n,850000,34,19116000,n,영업점,NA
R00006499,김타흡,1948-10-01,71,F,서울시 강동구 천호1동,134-021,010-9408-9707,보건업및사회복지서비스업,프리미엄스타,17,345642,776210435,6400000,0,0,y,n,860000,0,0,n,영업점,NA
R00006500,김동재,1994-08-13,25,M,서울시 강서구 화곡1동,157-011,010-9810-4412,과학및기술서비스업,프리미엄스타,8,911427,372269430,6500000,0,0,n,n,870000,0,0,n,영업점,NA
R00006501,우장항,1981-06-29,38,F,서울시 구로구 구로5동,152-055,010-2355-2287,수리및기타개인서비스업,MVP스타,5,860593488,11742385,6600000,0,0,n,n,880000,14,1824000,n,영업점,NA
R00006502,김손현,1956-06-30,63,M,서울시 강북구 송중동,142-101,010-2147-6942,숙박및음식점업,프리미엄스타,3,965230,11132255,6700000,0,0,n,n,890000,0,0,n,pb센터,NA
R00006503,기낭항,1958-04-17,61,F,서울시 양천구 신월2동,158-092,010-9730-7056,제조업,골드스타,12,1651089,25277347,6800000,0,0,n,n,12012020,0,0,n,영업점,NA
R00006504,신정설,1978-03-01,41,M,서울시 종로구 사직동,110-054,010-8195-3804,보건업및사회복지서비스업,골드스타,15,2457545,1459809,6900000,0,0,n,n,17071109,0,0,n,pb센터,NA
R00006505,이예달,1968-09-15,51,F,서울시 강서구 염창동,157-040,010-7084-0733,국방및사회보장행정,프리미엄스타,7,531837,4913707,7000000,0,0,n,n,42601671,10,11352000,n,pb센터,NA
R00006506,길번표,1957-12-01,62,M,서울시 서초구 방배4동,137-064,010-1261-9230,교육서비스업,골드스타,8,7127236,47241224,7100000,0,0,n,n,57892194,0,0,n,pb센터,NA
R00006507,최미무,1985-03-17,34,M,서울시 동작구 신대방1동,156-011,010-3292-3506,사업시설관리및사업지원서비스업,골드스타,2,3553312,893358312,7200000,0,0,y,n,900000,0,0,n,영업점,NA
R00006508,장근차,1966-09-09,53,M,서울시 강서구 등촌2동,157-032,010-2723-5285,제조업,프리미엄스타,6,208496,2480204,7300000,0,0,n,n,910000,31,2148000,n,pb센터,NA
R00006509,장견응,1983-10-17,36,M,서울시 광진구 자양1동,143-191,010-5219-2227,사업시설관리및사업지원서비스업,프리미엄스타,10,25659,24894910,7400000,0,0,n,n,920000,0,0,n,pb센터,NA
R00006510,정예헌,1985-10-22,34,M,서울시 용산구 용문동,140-080,010-9313-3881,보건업및사회복지서비스업,골드스타,8,1029519,19025202,107566279,193700000,48425000,y,n,930000,0,0,n,영업점,NA
R00006511,서위중,1972-09-04,47,F,서울시 서초구 잠원동,137-030,010-9986-1254,건설업,프리미엄스타,4,688552,24878568,7600000,0,0,n,n,940000,0,0,n,영업점,NA
R00006512,정아솔,1994-01-03,25,M,서울시 관악구 남현동,151-080,010-1940-3252,교육서비스업,로얄스타,10,29065257,15643636,7700000,0,0,n,n,13089245,32,1932000,n,영업점,NA
R00006513,조흥님,1956-04-03,63,M,서울시 강북구 우이동,142-090,010-9804-1518,제조업,골드스타,7,9973868,79176720,7800000,0,0,n,n,950000,12,18384000,n,영업점,NA
R00006514,김섭호,1997-09-30,22,M,서울시 성북구 길음2동,136-112,010-1614-9366,제조업,골드스타,5,2585057,10530801,7900000,0,0,n,n,13569309,33,19164000,n,영업점,NA
R00006515,임송분,1965-02-11,54,M,서울시 강서구 가양1동,157-201,010-3909-0142,부동산업및임대업,프리미엄스타,12,146664,35889885,8000000,0,0,n,n,960000,0,0,n,영업점,NA
R00006516,김효둘,1978-08-24,41,M,서울시 강북구 번2동,142-062,010-8489-5589,제조업,골드스타,2,8041166,1077493,8100000,0,0,n,n,970000,17,1020000,y,영업점,NA
R00006517,박보강,1993-04-25,26,F,서울시 성동구 왕십리도선동,133-040,010-3930-9971,국방및사회보장행정,프리미엄스타,5,733580,2717451,8200000,0,0,n,n,980000,0,0,n,pb센터,NA
R00006518,김례호,1978-05-05,41,M,서울시 서대문구 북가좌2동,120-132,010-1911-6864,금융및보험업,프리미엄스타,12,957333,119692614,8300000,0,0,n,n,990000,0,0,n,영업점,NA
R00006519,안갑정,1950-08-02,69,F,서울시 양천구 신정2동,158-072,010-5004-2316,제조업,골드스타,14,1923675,1023479,8400000,0,0,y,n,100000,37,22812000,n,영업점,NA
R00006520,서새왕,1996-03-14,23,M,서울시 강남구 일원2동,135-232,010-3277-6653,교육서비스업,골드스타,7,8199912,704790664,8500000,0,0,n,n,110000,15,11976000,n,pb센터,NA
R00006521,윤설렬,1983-03-02,36,M,서울시 강남구 대치4동,135-284,010-1182-6531,보건업및사회복지서비스업,로얄스타,8,22454371,2748366,8600000,0,0,n,n,120000,14,9660000,n,영업점,NA
R00006522,정랑위,1992-03-22,27,M,서울시 광진구 구의2동,143-202,010-8276-2340,금융및보험업,프리미엄스타,5,622879,11378193,8700000,0,0,n,n,130000,0,0,n,영업점,NA
R00006523,임처문,1997-01-05,22,M,서울시 동대문구 이문2동,130-082,010-1525-5076,보건업및사회복지서비스업,프리미엄스타,14,739182,96674162,148875678,0,0,n,n,140000,0,0,n,영업점,NA
R00006524,강우몽,1973-06-09,46,M,서울시 마포구 망원1동,121-231,010-1686-9076,제조업,프리미엄스타,1,799533,65188716,8900000,0,0,n,n,150000,0,0,n,pb센터,NA
R00006525,김쌍태,1955-03-24,64,F,서울시 관악구 보라매동,151-015,010-6514-3685,금융및보험업,프리미엄스타,6,941373,545509568,9000000,0,0,n,n,160000,38,2352000,n,영업점,NA
R00006526,김임팔,1951-02-19,68,F,서울시 중랑구 망우본동,131-230,010-6253-3136,교육서비스업,프리미엄스타,2,889405,594431896,9100000,0,0,n,n,170000,0,0,n,pb센터,NA
R00006527,장산림,1955-05-03,64,F,서울시 성동구 송정동,133-160,010-6814-4825,부동산업및임대업,프리미엄스타,12,242511,65927799,9200000,0,0,n,n,60811422,0,0,n,영업점,NA
R00006528,박모열,1960-03-23,59,M,서울시 강동구 강일동,134-100,010-9494-5354,제조업,골드스타,3,9034626,42740360,9300000,0,0,n,n,180000,31,528000,n,영업점,NA
R00006529,김택라,1956-08-07,63,M,서울시 금천구 양평2동,150-102,010-7679-5818,방송통신및정보서비스업,골드스타,7,4920757,22456895,9400000,0,0,n,n,190000,37,19608000,n,영업점,NA
R00006530,홍위양,1997-05-28,22,M,서울시 양천구 신정6동,158-076,010-7651-8707,금융및보험업,MVP스타,6,465537234,566630557,9500000,0,0,n,n,200000,0,0,n,영업점,NA
R00006531,사유애,1995-01-11,24,M,서울시 광진구 구의2동,143-202,010-6810-5978,국방및사회보장행정,프리미엄스타,13,497487,10881971,9600000,0,0,n,n,210000,0,0,n,영업점,NA
R00006532,배윤덕,1956-01-28,63,M,서울시 서초구 방배1동,137-061,010-8389-4907,도매및소매업,MVP스타,7,646493304,3166118,9700000,0,0,n,n,34831461,0,0,n,영업점,NA
R00006533,정제협,1980-04-15,39,F,서울시 구로구 고척1동,152-081,010-2614-2175,보건업및사회복지서비스업,골드스타,9,3087122,36733147,9800000,0,0,n,n,220000,0,0,n,영업점,NA
R00006534,이익덕,1978-06-09,41,F,서울시 마포구 염리동,121-090,010-6263-0361,수리및기타개인서비스업,프리미엄스타,17,600338,1007048,9900000,0,0,n,n,230000,27,13836000,n,영업점,NA
R00006535,민회활,1992-12-22,27,F,서울시 송파구 삼전동,138-180,010-1306-9940,사업시설관리및사업지원서비스업,프리미엄스타,8,846524,16348385,100000,0,0,n,n,240000,0,0,n,영업점,NA
R00006536,윤령섭,1976-10-27,43,F,서울시 강남구 개포4동,135-244,010-2916-6490,과학및기술서비스업,프리미엄스타,19,768316,19499261,200000,0,0,n,n,250000,0,0,n,영업점,NA
R00006537,이동명,1974-12-11,45,F,서울시 송파구 가락본동,138-169,010-9054-2416,제조업,골드스타,6,4721885,9048803,300000,0,0,n,n,260000,24,7464000,n,영업점,NA
R00006538,박난죽,1975-07-04,44,F,서울시 용산구 한강로동,140-010,010-2820-0815,도매및소매업,프리미엄스타,18,573250,24421947,400000,0,0,n,n,270000,33,17076000,n,영업점,NA
R00006539,장련용,1977-01-10,42,M,서울시 서초구 반포1동,137-041,010-7651-9554,금융및보험업,프리미엄스타,17,676918,3427987,500000,0,0,y,n,11045774,0,0,n,영업점,NA
R00006540,곽복연,1978-11-15,41,M,서울시 은평구 대조동,122-030,010-4335-2281,도매및소매업,로얄스타,3,20977348,1552838,600000,0,0,n,n,280000,0,0,n,영업점,NA
R00006541,차락란,1975-10-02,44,F,서울시 양천구 목2동,158-052,010-1642-9716,제조업,프리미엄스타,17,47661,577200806,700000,0,0,n,n,290000,0,0,n,콜센터,NA
R00006542,유연리,1971-01-11,48,F,서울시 서초구 반포2동,137-042,010-3632-4443,보건업및사회복지서비스업,프리미엄스타,14,210585,21118787,70853052,0,0,n,n,10573203,0,0,n,영업점,NA
R00006543,황후항,1973-06-08,46,F,서울시 용산구 청파동,140-130,010-1880-7993,도매및소매업,프리미엄스타,20,374150,426484722,900000,0,0,n,n,300000,0,0,n,pb센터,NA
R00006544,이란마,1971-03-08,48,F,서울시 중랑구 중화1동,131-121,010-1999-6635,보건업및사회복지서비스업,프리미엄스타,1,562001,74541529,1000000,0,0,n,n,310000,0,0,n,pb센터,NA
R00006545,이차립,1961-07-20,58,F,서울시 용산구 용산2가동,140-022,010-2015-6117,보건업및사회복지서비스업,프리미엄스타,5,489417,687394514,1100000,0,0,n,n,320000,0,0,n,영업점,NA
R00006546,남고광,1969-09-04,50,F,서울시 강남구 개포2동,135-242,010-2140-9772,숙박및음식점업,프리미엄스타,6,505758,422400952,51285580,0,0,n,n,24879649,16,11196000,y,영업점,NA
R00006547,이증지,1996-09-17,23,M,서울시 강남구 대치2동,135-282,010-6803-8731,방송통신및정보서비스업,프리미엄스타,4,641572,9992603,1300000,0,0,n,n,34242463,0,0,n,pb센터,NA
R00006548,홍안완,1979-06-18,40,F,서울시 서대문구 홍은1동,120-101,010-5676-7163,교육서비스업,프리미엄스타,12,730013,24628123,1400000,0,0,n,n,330000,0,0,n,영업점,NA
R00006549,김득학,1957-03-21,62,F,서울시 성동구 왕십리도선동,133-040,010-5491-4606,운수업,프리미엄스타,4,521480,702548740,1500000,6700000,0,n,n,34187835,31,9984000,n,영업점,NA
R00006550,김좌님,1966-03-16,53,M,서울시 노원구 상계1동,139-201,010-5532-5923,교육서비스업,프리미엄스타,13,612657,6278665,1600000,0,0,n,n,15868143,0,0,n,콜센터,NA
